id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,CMA-1,CMA-2,CMA-3,CMA-4,CMA-5,TMA-1,TMA-2,TMA-3,TMA-4,TMA-5,TMA-6
473095,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,120,N,Fail,100.0,100.0,80.0,100.0,0.0,68.0,83.0,0.0,0.0,0.0,0.0
473328,F,South East Region,Lower Than A Level,40-50%,0-35,0,180,N,Pass,100.0,100.0,80.0,80.0,100.0,85.0,69.0,79.0,75.0,0.0,0.0
475078,F,Ireland,Lower Than A Level,60-70%,35-55,1,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475095,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,0.0,0.0,80.0,0.0,40.0,95.0,78.0,92.0,63.0,88.0,83.0
475460,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,60.0,0.0,0.0,0.0,0.0,59.0,65.0,58.0,53.0,68.0,52.0
475688,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass,100.0,80.0,60.0,100.0,60.0,49.0,66.0,65.0,60.0,69.0,72.0
475901,F,North Region,Lower Than A Level,40-50%,0-35,0,90,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476037,F,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn,0.0,80.0,60.0,0.0,100.0,48.0,72.0,73.0,0.0,0.0,0.0
476201,M,Yorkshire Region,HE Qualification,10-20,0-35,0,60,N,Distinction,80.0,100.0,100.0,100.0,100.0,73.0,76.0,87.0,90.0,85.0,74.0
476297,F,Scotland,A Level or Equivalent,40-50%,35-55,1,120,N,Withdrawn,100.0,80.0,60.0,100.0,60.0,58.0,71.0,66.0,70.0,80.0,70.0
476369,F,West Midlands Region,HE Qualification,10-20,0-35,0,60,N,Pass,100.0,100.0,100.0,80.0,80.0,90.0,95.0,93.0,90.0,90.0,85.0
476457,F,North Region,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0
476596,F,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,100.0,100.0,80.0,100.0,80.0,73.0,70.0,64.0,0.0,74.0,66.0
476709,F,South East Region,HE Qualification,80-90%,0-35,0,120,N,Pass,80.0,80.0,80.0,80.0,80.0,80.0,81.0,93.0,78.0,96.0,79.0
476710,F,Yorkshire Region,Lower Than A Level,10-20,0-35,1,120,Y,Pass,100.0,100.0,100.0,100.0,100.0,70.0,71.0,77.0,69.0,64.0,65.0
476783,F,South Region,A Level or Equivalent,70-80%,0-35,0,90,N,Distinction,100.0,80.0,100.0,100.0,100.0,78.0,82.0,89.0,90.0,85.0,90.0
476816,F,London Region,A Level or Equivalent,10-20,0-35,1,150,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476855,F,South Region,Lower Than A Level,40-50%,0-35,1,180,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476859,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,120,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477009,F,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Fail,100.0,80.0,100.0,80.0,40.0,69.0,69.0,22.0,0.0,63.0,68.0
477011,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,40.0,100.0,100.0,80.0,80.0,68.0,71.0,67.0,65.0,85.0,69.0
477164,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,100.0,0.0,100.0,100.0,100.0,65.0,53.0,58.0,38.0,36.0,60.0
477167,F,Scotland,HE Qualification,80-90%,35-55,0,120,N,Distinction,100.0,100.0,100.0,100.0,100.0,64.0,86.0,88.0,86.0,90.0,88.0
477734,F,East Anglian Region,No Formal quals,40-50%,0-35,0,120,N,Pass,80.0,100.0,80.0,100.0,80.0,56.0,59.0,63.0,70.0,68.0,72.0
477835,F,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,60.0,100.0,80.0,0.0,0.0,63.0,63.0,50.0,70.0,0.0,0.0
478317,F,Scotland,Lower Than A Level,0-10%,0-35,1,120,N,Withdrawn,100.0,80.0,100.0,80.0,100.0,67.0,52.0,64.0,0.0,33.0,0.0
478444,F,South Region,Lower Than A Level,90-100%,35-55,1,180,N,Distinction,100.0,100.0,100.0,100.0,100.0,73.0,77.0,69.0,60.0,75.0,85.0
478718,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478792,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,80.0,100.0,60.0,40.0,20.0,69.0,45.0,56.0,75.0,63.0,0.0
478873,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,0.0,100.0,0.0,0.0,0.0,58.0,45.0,0.0,0.0,0.0,0.0
479060,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,100.0,100.0,100.0,100.0,100.0,95.0,88.0,95.0,88.0,90.0,92.0
479171,F,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,100.0,100.0,100.0,100.0,100.0,78.0,76.0,80.0,82.0,83.0,0.0
479267,F,South Region,Lower Than A Level,30-40%,0-35,1,120,Y,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479343,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,1,120,N,Pass,100.0,100.0,60.0,100.0,80.0,83.0,82.0,86.0,75.0,0.0,67.0
479516,F,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,80.0,100.0,0.0,100.0,60.0,81.0,65.0,65.0,0.0,65.0,0.0
479519,F,West Midlands Region,No Formal quals,0-10%,0-35,1,120,N,Fail,100.0,60.0,100.0,80.0,60.0,75.0,70.0,66.0,69.0,70.0,0.0
480151,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480382,M,South East Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,100.0,100.0,80.0,100.0,60.0,72.0,67.0,74.0,0.0,30.0,69.0
480458,M,Wales,HE Qualification,50-60%,0-35,0,180,N,Fail,80.0,80.0,80.0,100.0,100.0,61.0,57.0,0.0,43.0,50.0,0.0
480507,F,Scotland,Lower Than A Level,60-70%,35-55,0,60,N,Pass,100.0,100.0,100.0,100.0,100.0,77.0,83.0,82.0,77.0,81.0,89.0
480554,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,100.0,100.0,100.0,80.0,80.0,85.0,84.0,81.0,81.0,89.0,0.0
480650,F,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction,100.0,100.0,100.0,100.0,100.0,88.0,91.0,95.0,89.0,98.0,100.0
480815,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,100.0,100.0,100.0,100.0,100.0,57.0,73.0,81.0,75.0,0.0,67.0
481010,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,100.0,100.0,100.0,80.0,100.0,93.0,84.0,92.0,86.0,83.0,81.0
481143,F,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,100.0,0.0,60.0,100.0,0.0,62.0,64.0,35.0,12.0,58.0,0.0
481580,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,100.0,100.0,80.0,60.0,60.0,75.0,78.0,84.0,84.0,88.0,86.0
481607,F,North Western Region,Lower Than A Level,0-10%,35-55,0,120,N,Distinction,100.0,100.0,100.0,100.0,100.0,85.0,80.0,83.0,78.0,83.0,85.0
482467,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,100.0,100.0,60.0,100.0,100.0,70.0,73.0,78.0,78.0,73.0,88.0
482710,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,100.0,100.0,0.0,100.0,100.0,79.0,81.0,79.0,79.0,85.0,87.0
482766,F,South Region,HE Qualification,50-60%,35-55,0,120,N,Pass,80.0,80.0,100.0,60.0,80.0,70.0,63.0,62.0,62.0,65.0,62.0
482945,M,Wales,Lower Than A Level,10-20,35-55,0,60,Y,Withdrawn,100.0,0.0,0.0,0.0,0.0,58.0,55.0,40.0,0.0,0.0,0.0
483064,F,North Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,100.0,100.0,80.0,60.0,100.0,72.0,79.0,87.0,86.0,85.0,73.0
483074,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,120,N,Distinction,100.0,60.0,40.0,100.0,60.0,82.0,84.0,87.0,87.0,91.0,91.0
483109,F,London Region,HE Qualification,50-60%,0-35,0,60,N,Pass,100.0,100.0,80.0,80.0,80.0,65.0,68.0,69.0,64.0,74.0,0.0
483243,F,North Western Region,Lower Than A Level,20-30%,35-55,0,135,Y,Pass,100.0,100.0,100.0,100.0,80.0,72.0,70.0,79.0,0.0,85.0,79.0
483309,M,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483371,F,Scotland,HE Qualification,60-70%,35-55,0,120,N,Withdrawn,100.0,100.0,80.0,100.0,0.0,77.0,79.0,79.0,40.0,75.0,0.0
483411,F,East Midlands Region,Lower Than A Level,10-20,0-35,1,120,N,Fail,100.0,60.0,0.0,80.0,0.0,83.0,57.0,61.0,0.0,0.0,0.0
483479,F,London Region,A Level or Equivalent,20-30%,0-35,0,180,N,Fail,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0
483952,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail,100.0,80.0,100.0,80.0,100.0,54.0,48.0,48.0,56.0,61.0,56.0
484039,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,180,N,Fail,80.0,0.0,60.0,40.0,0.0,70.0,45.0,8.0,0.0,0.0,0.0
484135,F,London Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0
484161,F,South West Region,Lower Than A Level,70-80%,35-55,0,120,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484768,F,London Region,No Formal quals,10-20,0-35,1,240,N,Pass,100.0,60.0,80.0,0.0,100.0,60.0,43.0,48.0,45.0,0.0,70.0
484885,F,North Region,Lower Than A Level,50-60%,35-55,1,180,N,Fail,100.0,100.0,0.0,0.0,100.0,57.0,66.0,0.0,83.0,70.0,80.0
484933,F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,100.0,100.0,80.0,80.0,100.0,88.0,90.0,95.0,100.0,98.0,96.0
485352,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,240,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485399,F,South Region,Lower Than A Level,70-80%,0-35,1,180,N,Pass,100.0,100.0,100.0,80.0,60.0,73.0,64.0,64.0,59.0,61.0,58.0
485568,F,South West Region,Lower Than A Level,30-40%,0-35,0,180,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485630,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,1,120,N,Pass,100.0,100.0,100.0,100.0,100.0,62.0,68.0,70.0,71.0,65.0,78.0
485782,F,East Midlands Region,Lower Than A Level,20-30%,0-35,1,180,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486099,F,South Region,A Level or Equivalent,60-70%,0-35,1,180,N,Pass,100.0,100.0,100.0,80.0,100.0,85.0,85.0,83.0,78.0,0.0,73.0
486214,F,London Region,Lower Than A Level,30-40%,35-55,1,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486282,F,South West Region,Lower Than A Level,40-50%,0-35,1,120,Y,Fail,100.0,0.0,0.0,0.0,0.0,67.0,44.0,0.0,0.0,0.0,0.0
486391,F,Wales,Lower Than A Level,60-70%,0-35,1,120,N,Pass,100.0,100.0,100.0,100.0,80.0,79.0,83.0,85.0,80.0,90.0,88.0
486521,F,South West Region,Lower Than A Level,60-70%,0-35,1,120,N,Fail,100.0,80.0,80.0,100.0,60.0,72.0,66.0,60.0,55.0,58.0,54.0
486650,F,East Midlands Region,HE Qualification,70-80%,0-35,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486656,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,1,120,N,Distinction,100.0,80.0,100.0,100.0,100.0,80.0,75.0,85.0,79.0,81.0,85.0
487329,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,180,N,Fail,100.0,80.0,80.0,0.0,80.0,68.0,78.0,82.0,84.0,87.0,84.0
487646,F,East Anglian Region,Lower Than A Level,70-80%,0-35,1,120,N,Fail,100.0,80.0,80.0,100.0,60.0,70.0,54.0,55.0,53.0,47.0,17.0
488185,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0
488364,F,Scotland,HE Qualification,30-40%,35-55,0,60,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488425,M,South East Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,100.0,100.0,100.0,0.0,0.0,78.0,79.0,81.0,0.0,0.0,0.0
488477,F,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,100.0,0.0,0.0,0.0,0.0,62.0,56.0,0.0,0.0,0.0,0.0
488863,F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,80.0,100.0,100.0,100.0,100.0,74.0,66.0,74.0,78.0,81.0,65.0
488929,F,South East Region,Lower Than A Level,20-30%,0-35,0,60,Y,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489251,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,100.0,100.0,100.0,100.0,100.0,63.0,67.0,70.0,78.0,62.0,62.0
490110,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490152,F,London Region,A Level or Equivalent,40-50%,0-35,0,180,N,Fail,60.0,0.0,0.0,0.0,0.0,78.0,63.0,0.0,0.0,0.0,0.0
490514,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,100.0,80.0,80.0,80.0,100.0,75.0,73.0,71.0,76.0,78.0,0.0
490733,F,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492182,F,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,100.0,80.0,100.0,100.0,100.0,85.0,83.0,68.0,62.0,70.0,78.0
492240,F,South Region,A Level or Equivalent,90-100%,0-35,1,120,N,Pass,100.0,80.0,100.0,80.0,100.0,88.0,78.0,82.0,66.0,0.0,74.0
492336,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492590,F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,100.0,0.0,60.0,0.0,0.0,75.0,81.0,89.0,0.0,0.0,0.0
492946,F,London Region,A Level or Equivalent,20-30%,0-35,1,120,N,Fail,80.0,100.0,60.0,80.0,100.0,70.0,81.0,75.0,83.0,78.0,66.0
493186,F,Wales,Lower Than A Level,0-10%,0-35,1,120,N,Pass,80.0,40.0,80.0,40.0,100.0,80.0,65.0,67.0,0.0,61.0,62.0
493377,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Withdrawn,100.0,0.0,0.0,0.0,0.0,73.0,63.0,0.0,0.0,0.0,0.0
493451,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,100.0,40.0,0.0,0.0,0.0,77.0,69.0,0.0,0.0,0.0,0.0
493515,F,South West Region,Lower Than A Level,30-40%,0-35,0,135,Y,Fail,100.0,80.0,0.0,100.0,100.0,87.0,93.0,61.0,0.0,71.0,13.0
493773,M,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,100.0,80.0,100.0,100.0,80.0,81.0,61.0,88.0,89.0,73.0,80.0
493912,F,North Western Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,80.0,80.0,100.0,80.0,60.0,60.0,82.0,73.0,67.0,71.0,81.0
493958,F,South East Region,A Level or Equivalent,80-90%,0-35,0,135,N,Pass,100.0,80.0,100.0,80.0,80.0,55.0,71.0,57.0,71.0,73.0,60.0
494095,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,100.0,100.0,100.0,100.0,100.0,68.0,72.0,68.0,70.0,75.0,78.0
494278,F,North Western Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,100.0,100.0,100.0,100.0,100.0,91.0,88.0,93.0,88.0,88.0,93.0
494304,F,South East Region,Lower Than A Level,0-10%,0-35,1,210,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494673,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494786,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction,100.0,100.0,100.0,100.0,100.0,79.0,86.0,93.0,87.0,87.0,95.0
494838,F,London Region,A Level or Equivalent,30-40%,35-55,1,180,N,Fail,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0
494840,F,London Region,A Level or Equivalent,50-60%,35-55,1,240,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0
494927,F,Scotland,HE Qualification,20-30%,0-35,1,120,N,Withdrawn,100.0,80.0,0.0,0.0,0.0,84.0,81.0,0.0,0.0,0.0,0.0
495324,F,East Anglian Region,A Level or Equivalent,10-20,35-55,1,135,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495377,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495674,F,Wales,Lower Than A Level,0-10%,35-55,1,120,Y,Fail,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0
495856,M,South Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction,100.0,100.0,100.0,100.0,100.0,86.0,87.0,85.0,85.0,87.0,90.0
495875,F,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495913,F,Wales,A Level or Equivalent,30-40%,0-35,1,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496041,F,West Midlands Region,Lower Than A Level,60-70%,0-35,1,120,N,Pass,80.0,80.0,60.0,60.0,80.0,77.0,79.0,87.0,90.0,82.0,80.0
496070,F,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,60.0,80.0,80.0,60.0,80.0,65.0,55.0,65.0,55.0,75.0,65.0
496220,F,South East Region,Lower Than A Level,30-40%,35-55,0,60,Y,Pass,100.0,0.0,80.0,100.0,100.0,59.0,64.0,68.0,76.0,72.0,34.0
496243,F,Scotland,A Level or Equivalent,40-50%,0-35,1,180,N,Fail,100.0,80.0,0.0,0.0,0.0,67.0,70.0,64.0,0.0,0.0,0.0
496674,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,1,180,N,Fail,40.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0
497088,F,South Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,100.0,100.0,80.0,100.0,0.0,0.0,83.0,68.0,61.0,0.0,0.0
497278,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Withdrawn,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0
497280,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,0.0,60.0,80.0,80.0,80.0,69.0,75.0,73.0,70.0,0.0,71.0
497468,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass,80.0,80.0,100.0,60.0,60.0,68.0,67.0,55.0,62.0,60.0,63.0
497607,F,North Region,Lower Than A Level,0-10%,0-35,1,120,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497793,F,North Region,Lower Than A Level,20-30%,0-35,0,150,N,Pass,100.0,100.0,80.0,100.0,60.0,69.0,67.0,85.0,79.0,83.0,0.0
498065,F,West Midlands Region,HE Qualification,0-10%,35-55,0,60,N,Pass,100.0,100.0,80.0,100.0,100.0,79.0,79.0,75.0,87.0,81.0,83.0
498131,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,100.0,100.0,100.0,100.0,100.0,63.0,85.0,85.0,80.0,80.0,85.0
498175,F,South West Region,Lower Than A Level,60-70%,0-35,1,120,N,Pass,100.0,0.0,0.0,0.0,60.0,75.0,73.0,73.0,64.0,62.0,74.0
498296,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass,80.0,80.0,80.0,60.0,60.0,73.0,67.0,50.0,50.0,0.0,66.0
498371,F,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
498455,F,Wales,Lower Than A Level,10-20,0-35,0,60,N,Fail,60.0,20.0,0.0,80.0,0.0,50.0,50.0,40.0,36.0,45.0,0.0
498967,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,100.0,100.0,0.0,60.0,80.0,58.0,69.0,65.0,0.0,79.0,71.0
499027,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,100.0,100.0,100.0,100.0,100.0,65.0,65.0,50.0,65.0,78.0,83.0
499067,F,South East Region,Lower Than A Level,30-40%,35-55,0,60,Y,Fail,100.0,100.0,80.0,0.0,0.0,45.0,50.0,45.0,58.0,0.0,0.0
499118,F,Wales,A Level or Equivalent,80-90%,35-55,1,120,N,Pass,100.0,80.0,100.0,100.0,100.0,75.0,62.0,71.0,76.0,78.0,82.0
499380,F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction,100.0,100.0,100.0,100.0,100.0,85.0,88.0,90.0,93.0,94.0,94.0
499387,F,South West Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,100.0,100.0,80.0,100.0,60.0,62.0,58.0,56.0,52.0,53.0,60.0
499483,F,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,100.0,100.0,100.0,40.0,80.0,60.0,81.0,76.0,0.0,95.0,0.0
499511,F,South West Region,A Level or Equivalent,30-40%,35-55,1,120,N,Distinction,100.0,80.0,100.0,100.0,80.0,88.0,63.0,86.0,78.0,94.0,81.0
499891,F,North Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,100.0,100.0,80.0,100.0,80.0,70.0,60.0,57.0,51.0,54.0,58.0
499931,F,North Western Region,A Level or Equivalent,30-40%,0-35,1,240,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500507,F,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,100.0,80.0,80.0,80.0,0.0,69.0,69.0,71.0,85.0,0.0,0.0
500585,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,240,Y,Withdrawn,40.0,60.0,60.0,0.0,0.0,57.0,43.0,48.0,0.0,0.0,0.0
500659,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,Y,Withdrawn,60.0,80.0,0.0,0.0,0.0,39.0,65.0,67.0,0.0,0.0,0.0
500719,M,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,80.0,0.0,0.0,0.0,0.0,80.0,71.0,0.0,0.0,0.0,0.0
500791,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,100.0,60.0,80.0,100.0,100.0,69.0,74.0,73.0,75.0,79.0,78.0
500815,F,Ireland,A Level or Equivalent,?,0-35,0,60,N,Pass,80.0,100.0,100.0,80.0,60.0,76.0,78.0,81.0,79.0,87.0,89.0
500819,F,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,100.0,100.0,100.0,100.0,80.0,81.0,91.0,89.0,77.0,0.0,87.0
500836,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,240,Y,Fail,100.0,0.0,100.0,80.0,80.0,85.0,61.0,50.0,65.0,0.0,0.0
500958,M,North Region,Lower Than A Level,?,0-35,1,180,N,Pass,100.0,100.0,100.0,100.0,100.0,69.0,73.0,85.0,87.0,91.0,84.0
501008,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,1,180,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501432,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,100.0,100.0,100.0,100.0,100.0,73.0,83.0,93.0,93.0,92.0,79.0
501550,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,1,120,N,Pass,100.0,80.0,80.0,100.0,100.0,81.0,74.0,72.0,70.0,62.0,76.0
501879,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,1,180,N,Pass,100.0,100.0,100.0,100.0,100.0,75.0,85.0,83.0,85.0,80.0,87.0
501955,M,South West Region,Lower Than A Level,70-80%,35-55,1,120,Y,Fail,100.0,80.0,40.0,80.0,80.0,56.0,55.0,55.0,57.0,65.0,67.0
502088,F,South West Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Fail,80.0,80.0,0.0,0.0,0.0,85.0,69.0,0.0,0.0,0.0,0.0
502131,F,Scotland,Lower Than A Level,60-70%,0-35,1,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0
502279,F,West Midlands Region,HE Qualification,60-70%,0-35,1,180,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502441,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,100.0,100.0,100.0,100.0,100.0,65.0,83.0,92.0,84.0,91.0,92.0
502604,F,West Midlands Region,HE Qualification,10-20,0-35,0,90,N,Pass,80.0,100.0,100.0,100.0,80.0,65.0,60.0,55.0,58.0,43.0,55.0
502694,F,North Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,100.0,100.0,100.0,100.0,100.0,69.0,83.0,73.0,71.0,89.0,90.0
502713,F,Wales,No Formal quals,30-40%,0-35,0,60,N,Fail,100.0,40.0,0.0,0.0,0.0,75.0,71.0,65.0,70.0,0.0,0.0
